chain_id,chain_name,code,name,product,tier,total_score,moat_score,evidence_score,stage_score,growth_score,profit_score,support_score,market_score,evidence_hits,stage_hits,weak_hits,business_item,business_sales_pct,business_gross_margin,pe_ttm,pb,close,chg20,revenue_yoy,netprofit_yoy,gross_margin,roe,forecast,latest_evidence
embodied_intelligence,具身智能,300503.SZ,昊志机电,关节模组/核心部件,第一梯队,99.0,20,18.0,18,15.0,12.0,10,6,95,95,1,主轴,66.77834254081706,37.53307396759753,150.2777,19.8435,94.88,26.54,72.8763,483.5371,42.1482,6.3692,预增 54~99%,贵司在机器人领域是否有订单。贵司是不是有产品应用于pcb设备，目前产能订单如何。是否还需要扩大生产线 | 尊敬的投资者，您好。\n（1）在机器人领域，公司已攻克谐波减速器、关节模组、无框力矩电机、六维力传感器等系列核心功能部件技术，实现了智能机器人核心功能部件的全国产化替代。同时，公司的机器人领域业务已形成“N+1+3”的布局，其中“N”是指减速器、低压驱动、力矩传感器、无框力矩电机、编码器等机器人核心零部件，“1”是指以协作机器人为载
embodied_intelligence,具身智能,002979.SZ,雷赛智能,运动控制,第一梯队,94.8,20,18.0,18,10.9,12.0,8,8,13,11,1,伺服系统类,49.1817582511243,28.08866186434495,82.6756,10.6657,63.23,20.44,34.5483,29.2028,38.9442,3.964,预增 55~65%,2025-063：关于在东莞滨海湾新区投资设立全资子公司及建设华南区域总部及人形机器人核心零部件研发智造基地项目的对外投资公告
embodied_intelligence,具身智能,688017.SH,绿的谐波,谐波减速器,第一梯队,94.1,20,18.0,18,14.2,8.9,10,5,24,24,0,谐波减速器及金属部件,83.48958981215277,36.7690095825685,553.7334,21.2183,413.05,31.18,42.9556,61.1688,33.618,0.9185,预增 105~131%,董秘你好，我是公司数百万资金重仓、长期坚定持股的核心个人股东，与机构同步布局，深度看好人形机器人减速器赛道的爆发性成长，长期坚定陪伴公司发展。公司在海外高端智能制造、人形机器人领域的布局，是否会成为未来第二增长曲线，打开中长期成长天花板？ | 尊敬的投资者您好，在具身智能机器人领域，公司紧跟行业从实验室研发向规模化落地的关键转折趋势，积极推进相关产品的研发与商业化进程。目前，部分头部厂商已进入小批量试生产阶段，我们的相关产品凭借过硬的品
embodied_intelligence,具身智能,603662.SH,柯力传感,力传感器,第一梯队,84.3,20,18.0,18,2.9,9.5,8,8,48,42,2,力学传感器及仪表系列,39.77313565489084,43.285360898610186,67.7443,7.4312,73.82,18.74,13.3436,-45.6484,46.346,1.4843,预增 58~92%,亲爱董秘：您好！请问贵公司现在的六维力传感器年产能是多少，是否送样特斯拉并通过了特斯拉的测试？ | 您好！感谢您对公司的关注。具体数据请以公司定期报告为准。谢谢。
embodied_intelligence,具身智能,002708.SZ,光洋股份,机器人轴承/关节零部件,第一梯队,80.5,20,18.0,18,7.9,5.6,8,3,45,23,9,轴承产品,57.50395515106811,24.016040124408484,67.7593,4.1215,12.97,-7.88,15.1209,25.9988,15.2346,1.8307,预增 67~116%,普通投资者第一眼看到光洋股份还以为海洋捕捞的。认真看了以后才知道贵公司是做精密轴承、人形机器人配件PCB线路板.减速器、低空飞行等业务。贵公司的产品面向全国，虽然从江苏常州出来，还是与世俱进，希望用一个响亮的名称代表企业主业的未来，建议公司更变企业名称加入产品未来发展代表的名称。取一个响当当的名称，这样有利于企业的发展，谢谢董秘。 | 您好！感谢您对公司的关注和建议。谢谢！
embodied_intelligence,具身智能,300421.SZ,力星股份,滚动体/陶瓷球,第二梯队,71.1,20,18.0,18,0.0,4.1,8,3,74,35,1,钢球,85.08743058197743,15.739344591340783,96.9461,4.4364,19.5,-10.59,5.503,-58.8154,14.2336,0.5473,,董秘:你好！贵司向特斯拉送审的陶瓷球滚动体样品收到反馈结果了么？大概什么时候会披露结果呀？ | 尊敬的投资者您好！关于客户和送样相关业务情况请以公司定期报告及临时公告为准。感谢您的关注！
future_display,未来显示,000100.SZ,TCL科技,显示面板,第一梯队,79.4,16,18.0,18,8.8,2.6,8,8,67,37,1,半导体显示器件,65.53380130596496,20.09542545474261,24.333,1.9644,5.92,24.89,8.4309,53.712,12.4975,2.488,预增 169~191%,印刷oled技术的项目，为何在t12项目尚未达到良率目标的时候又提前建设t8产线（从时间来看提前了至少1年半）？这不是在赌吗，毕竟都是一样的技术产线，做一个试点成功后再做一个不是顺理成章？tcl科技管理层怎么解释呢？ | 您好！2025年10月下旬，公司正式启动全球首条高世代印刷OLED产线（t8项目）建设。感谢您的关注！
future_display,未来显示,000725.SZ,京东方A,显示面板,第二梯队,77.7,16,18.0,18,4.5,5.2,8,8,104,61,1,显示器件业务,81.34162672529206,12.918513596702002,56.6542,2.4769,9.1,62.79,0.7951,5.7758,15.5957,1.2619,预增 63~68%,请问京东方柔性屏工厂在7年折旧都结束的情况下都无法盈利是不是意味着几千亿投资的柔性屏工厂面临失败风险？公司在多个场合表示公司为全世界头部客户供应面板。而同期LG 三星显示都取得了盈利，是不是意味着公司在高端柔性屏竞争中无法取得门槛优势，只能提而求其次低价倾销？ | 您好！公司柔性AMOLED产线尚未完成全部折旧，折旧压力仍是相关业务承压的重要影响因素之一。谢谢！
future_display,未来显示,300296.SZ,利亚德,MicroLED,第二梯队,74.1,16,18.0,18,0.0,8.1,10,4,15,7,2,智能显示,85.13778654710251,30.299174017877768,59.13,1.8139,5.4,-18.67,-21.5984,-77.7769,31.4151,0.2102,扭亏 134~143%,董秘您好！还请您转达李军董事长，贵司作为资本市场上市公司，近年来不管是OptiTrack还是MicroLED产品，都处于国家支持的赛道，也是今后将会迅猛腾飞的赛道。而贵司股价却总是萎靡不振。请看看华灿光电，其每股净资产是4元，股价在18元；而贵司每股净资产3元，股价却仅仅在6元多震旦。希望李董能向华灿光电董事长那样，多花点时间做市值管理，让公司多获得市场投资者认可，真正体现公司价值。谢谢！ | 您好！感谢您的关注！
future_display,未来显示,000050.SZ,深天马A,中小尺寸显示,第二梯队,72.4,16,18.0,18,0.0,4.4,8,8,31,23,0,液晶显示屏及模块,98.91383557728786,16.178320903463746,,0.8739,9.71,21.38,-7.0085,-244.3808,17.7339,-0.5126,扭亏 122~127%,公司每年34亿左右的研发费用，请问公司研发出了什么产品吗？这笔研发费用是否有全部用到研发上面？ | 您好，感谢您对天马公司的关注。公司聚焦的中小尺寸显示领域呈现多样化显示技术并存的特点，公司以市场需求为导向，重视在量产技术上持续优化精进，并对新技术进行前瞻性布局，以保障短中长期的技术积累，不断强化核心业务能力。2025年，公司在重点布局的OLED、车载、Micro-LED等领域，首发多项领先技术方案，获得了包括SID、EW在内的行业权威
future_display,未来显示,688538.SH,和辉光电,OLED,第二梯队,65.6,16,17.6,18,0.0,0.0,6,8,13,6,0,AMOLED半导体显示面板,97.88056614251455,-19.000262770755285,,4.6563,2.56,6.67,1.2494,7.4087,-17.0739,-6.0041,续亏,公司2025年主营毛利率-19%，成本倒挂严重，何时能转正？研发资本化率59.21%，远高于同行，请说明依据及合理性。此外，受限资产占比超57%，一年内到期的非流动负债加长期借款超160亿，高负债下如何保障持续经营能力？谢谢。 | 您好，相关问题回复如下：1、AMOLED行业正处于快速发展阶段，根据公开信息，目前中国面板厂整体AMOLED业务均未能实现净利润盈利。具体可参阅同行业上市公司中AMOLED业务板块的经营业绩情况。2、公司对研
future_display,未来显示,688387.SH,信科移动,显示非核心观察,暂不优先,29.5,10,0.0,0,0.0,5.5,6,8,0,0,0,移动通信一体化服务,36.046154198536655,9.815477845177982,,11.1123,19.08,17.06,-6.5594,18.005,22.0714,-2.1597,续亏 3~3%,
future_energy,未来能源,002407.SZ,多氟多,钠电/电解液,第一梯队,89.9,16,18.0,18,15.0,10.9,6,6,25,11,4,新能源材料,33.21419750020631,21.73624078603998,124.6402,7.4409,54.82,64.77,53.2602,480.1412,27.6087,4.3749,扭亏 165~191%,请问在固态电池方面贵公司有何布局？谢谢 | 您好，公司对固态电池保持关注，对固态电池所用的固态电解质进行相应的前瞻性研究和储备；半固态电池正在进行研发工作，感谢关注。
future_energy,未来能源,300750.SZ,宁德时代,储能/固态电池,第一梯队,85.9,16,18.0,18,14.7,10.2,5,4,72,72,0,储能系统,14.7367358339072,26.707525742386828,22.399,4.9515,382.35,-10.33,52.4487,48.5237,24.8156,5.9731,略增 11~20%,请问公司固态电池什么时候可以量产？目前是在什么阶段 | 投资者您好，公司在全固态电池上持续坚定投入，技术处于行业领先水平，2027年有望实现小批量生产。感谢您的关注。
future_energy,未来能源,300035.SZ,中科电气,负极材料,第二梯队,74.7,16,18.0,18,6.6,4.2,8,4,33,29,2,石墨电极,91.84092911571491,15.574895159488271,24.273,1.9283,14.17,-15.45,42.1708,-51.9275,11.5521,1.2918,预增 50~70%,董秘您好，公司曲靖基地通过AI赋能的“全自动智能型石墨化技术”，成功实现了向“动态流水线”的颠覆性升级，生产周期缩短超30%，品质一致性得到极大提升。请问公司后续规划的新建及海外产线，是否会全面复制推广这套“AI+动态流水线”技术体系？若全线普及，是否意味着公司已为未来固态电池硅碳负极等下一代材料的大规模、低成本量产，提前构筑好了极具壁垒的硬件底座？ | 您好！公司发挥磁电装备业务与负极材料业务的协同优势，为曲靖基地人造石墨负极产线自主
future_energy,未来能源,002594.SZ,比亚迪,电池/储能,第二梯队,67.7,16,18.0,18,0.3,3.3,8,4,153,111,1,汽车,80.68083435049417,20.48617744805116,27.6575,3.2854,83.57,-11.86,-11.8191,-55.3844,18.8062,1.6464,预增 86~119%,你好，贵公司2026年以来发布的产销报告显示，产量和销量都在下滑状态，请问贵公司对此有什么措施，还有2026年半年报的发布时间是什么时候？ | 尊敬的投资者，您好！公司生产经营一切正常。受2026年起新能源汽车购置税政策调整以及去年年底提前集中购车等因素影响，短期内国内新能源乘用车渗透率从去年12 月的 58.5%降至今年1月的41.7%，2 月的46.8%，也导致公司前两个月销量承压。随着市场逐步回暖，叠加3月份公司第二代刀片电池及闪
future_energy,未来能源,688599.SH,天合光能,钙钛矿/光伏,第二梯队,64.7,16,18.0,18,1.7,0.0,6,5,15,15,0,光伏产品,67.40292053678655,-1.4210644871641962,,1.6427,14.31,-1.17,17.4012,78.5502,6.7514,-1.3424,续亏 -118~-89%,董秘您好，公司公众号昨晚发布的天合光能凭借自主研发的高效钙钛矿/晶体硅叠层光伏组件，成功获得全球高端分布式客户首单签约。请问该订单规模多大，该组件毛利大概多少，能盈利吗？还有可否在下月初尽快发布中报预报，公司股价已经连跌5年，实在太惨了！ | 尊敬的投资者，您好！公司自主研发、工业标准3.1㎡尺寸钙钛矿/晶硅叠层组件经权威机构标定，峰值功率可达907W，全面积组件效率高达29.2%，突破了全球叠层组件功率世界纪录。该产品针对海外地区屋顶
future_energy,未来能源,300274.SZ,阳光电源,储能逆变器,观察池,53.7,16,6.4,6,1.3,12.0,8,4,5,2,0,储能系统,41.8084288147984,36.48624676311126,22.2229,5.4467,127.84,-25.15,-18.2587,-40.1157,33.2629,4.81,预增 159~187%,公司在新型储能的布局与应用请详细介绍一下，谢谢！ | 感谢您对公司的关注。公司储能业务依托全球领先的电力电子、电化学、电网支撑“三电融合”技术，打造专业储能系统，专注于锂电池储能系统研发、生产、销售和服务，提供辅助新能源并网、电力调频调峰、需求侧响应、微电网、户用等储能系统解决方案，产品覆盖电力储能系统、工商业储能系统、户用储能系统等，是全球一流的储能系统解决方案供应商。谢谢！
future_health,未来健康,300760.SZ,迈瑞医疗,医疗器械,第二梯队,77.0,17,18.0,18,0.0,12.0,8,4,134,87,3,体外诊断类产品,36.778433638920866,58.325276171799835,21.5357,4.2077,139.2,-3.73,1.3941,-11.372,61.8701,5.9579,,临近中报，公司对二季度有没有业绩指引？利润降速是否有所缓解？公司现金流充沛，有没有继续对外收并购的计划？ | 您好，相关具体情况请关注公司后续发布的定期报告。外延式并购一直是迈瑞的增长立足点之一。自2008年启航全球并购之路以来，国内外的多笔并购让迈瑞在核心技术、营销平台和供应链平台的加强，以及新业务拓展上获得了极大提升。迈瑞由此不断构建和夯实全球研发、营销和供应链平台，同时积累了丰富的并购经验，在并购效率、标的数量特别是整合深度上均领
future_health,未来健康,688331.SH,荣昌生物,ADC创新药,第二梯队,76.7,15,5.2,12,14.5,12.0,10,8,5,1,0,销售商品,70.9725654770316,83.41032629000304,61.3723,20.1811,140.45,32.74,24.763,229.0632,82.1771,8.7036,扭亏 149~149%,荣昌生物关于参加2025年半年度科创板创新药行业集体业绩说明会的公告
future_health,未来健康,688235.SH,百济神州,创新药,第二梯队,76.4,17,10.0,12,11.4,12.0,8,6,5,5,0,百悦泽？(BRUKINSA？),73.42637994575225,,115.5231,11.0622,253.56,14.01,31.0166,1801.3026,89.0212,5.0503,不确定,公司已构建包含超过80个临床前项目的多元管线，覆盖小分子、单抗、双抗/多抗、蛋白降解、ADC、细胞与基因治疗等多种药物模式，能否介绍一下当前最具代表性的几个技术平台及其差异化优势？ | 尊敬的投资者，您好！基于已掌握的可应用于肿瘤学及其他领域的多种药物技术平台，我们已搭建起一套完整的从抗肿瘤药物早期发现到商业化的全流程技术体系。在小分子、抗体、细胞治疗类药物研发及新药物的生产等方面，我们分别建立了15个核心技术平台。平台技术先进性的具体
future_health,未来健康,688271.SH,联影医疗,高端医疗影像,第二梯队,74.2,17,12.4,18,3.0,9.8,10,4,11,3,0,销售医学影像诊断设备及放射治疗设备,82.53361472626885,46.56132059225758,45.1051,3.8983,103.88,-9.13,17.3376,7.7786,47.1614,1.8325,,请问液氦涨价对贵公司净利润影响有多大，公司有什么应对方案 | 尊敬的投资者，您好！液氦价格变化对公司净利润的直接影响相对可控。凭借深厚的技术积淀与高效的供应链管理体系，公司已构建起多层次的应对体系，确保稳定供给与良好的成本控制。 技术研发与产品应用层面，公司在超导磁体核心技术方面具有深厚积累，已掌握1.5T、3.0T、5.0T及更高场强超导磁体的研制技术，涵盖高均匀度磁体设计、磁体制造工艺、零液氦挥发、主动/被动匀场以及失超保护等多项关
future_health,未来健康,300015.SZ,爱尔眼科,医疗服务,观察池,63.9,17,13.2,6,1.7,12.0,8,6,9,5,0,医疗服务-屈光项目,37.504308239579245,55.00731373811058,23.4028,3.4234,8.46,-3.86,6.1458,12.4619,47.7331,5.2448,,贵公司难道只做眼科方面的业务吗，有没有打算依托现有进军创新药，医疗器械等其他领域 | 谢谢您对公司的关注。公司专注主业，坚守高质量发展。
future_health,未来健康,688277.SH,天智航,手术机器人,暂不优先,46.0,15,4.0,6,0.0,8.0,10,3,5,0,0,骨科手术机器人,57.44656920686813,73.51332502712336,,7.012,17.39,3.2,-10.0063,-251.7634,63.8658,-3.9645,续亏 -63~-36%,关于参加十五五·科创惠民——科创板企业成果转化与民生赋能之2025年度医疗器械行业集体业绩说明会的公告
future_materials,未来材料,688295.SH,中复神鹰,碳纤维,第一梯队,84.7,18,18.0,18,15.0,5.7,8,2,167,15,0,碳纤维,98.856185999356,16.73113532609023,277.2775,10.0277,52.95,3.2,41.0909,167.3346,20.421,0.6429,扭亏 164~196%,关于自愿披露公司“年产3万吨高性能碳纤维建设项目”部分产线投产的公告
