code,date,source,text,stage_hit,negative
002708.SZ,20251120,互动易,请问董秘，公司的柔性电路业务发展得如何？前景怎么样？ | 您好，公司线路板业务主要研发制造应用于消费电子和新能源汽车中各类FPCB板，随着消费电子技术迭代持续突破，以及汽车电子零部件市场需求持续攀升，线路板业务市场广阔。公司FPC及RFPC产品以高多层Anylayer 的HDI产品为主，产品应用覆盖智能手机、AI眼镜等智能穿戴、平板电脑、汽车电子、机器人感应模组等领域，目前公司业务增量明显，并且随着海外市场份额的不断提升以及国内市场的突破，公司FPC板块盈利能力将持续改善。感谢您的关注！,False,False
002708.SZ,20251111,互动易,请问光洋机器人公司主要产品会覆盖哪些？是什么样的规划方向？谢谢 | 您好，公司聚焦机器人关节模组和感应模组相关零部件，同时加强集成化产品的研发制造，公司设立黄山光洋机器人有限公司作为独立运营主体，是加速公司机器人用精密零部件项目研发进程和业务布局的重要举措，感谢您的关注！,False,False
002708.SZ,20251111,互动易,投资者很高兴看到公司在人形机器人领域的布局在不断加码，能不能综合概述下公司在人形机器人领域的核心是哪些东西？相关项目产品是否是人形机器人关键环节？谢谢 | 您好，公司主要聚焦机器人关节模组和感应模组领域，包括各类标准轴承、交叉滚子轴承、行星齿轮、滚珠丝杠、行星滚柱丝杠及电路板产品，是机器人的关键组成部分。目前公司通过资本与产业双向合作的方式加速布局机器人业务，同时加强集成化产品的研发制造，感谢您的关注！,True,False
002708.SZ,20251111,互动易,小鹏人形机器人已出，请问公司主要提供哪些人形机器人产品？谢谢 | 您好，公司积极布局机器人业务，聚焦机器人关节模组和感应模组相关零部件的研发制造，各类型机器人均可适配，感谢您的关注。,False,False
002708.SZ,20251111,互动易,"公司刚入股人形机器人逐际动力持股比例多少？谢谢 | 您好，公司已向逐际动力支付2,000万元认购款，据工商登记信息显示，公司持有其0.6667%股权。",False,False
002708.SZ,20251111,互动易,请问小鹏是不是公司重要客户？半年报披露的人形机器人头部客户关节模组项目产品已获量产定点，预计9月交付，现在已经11月份了，请问人形机器人该项目产品交付客户了没有？谢谢 | 您好，小鹏是公司核心客户之一。半年报披露的人形机器人头部客户关节模组齿轮项目按计划推进中，已经开始交付，感谢您的关注。,True,False
002708.SZ,20251106,互动易,董秘你好，我想知道贵公司是否参加小鹏机器人的业务当中，参与度多少，包括哪些零部件的提供吗。 | 您好，公司积极布局机器人业务，聚焦机器人关节模组和感应模组相关零部件的研发制造，也投资了上下游相关企业，涉及具体项目信息，不便回复，感谢您的关注！,False,True
002708.SZ,20251031,互动易,"董秘您好！请问贵公司与苏州卓誉电气技术有限公司的具体合作事项有哪些？ | 您好，公司在2025年第三季度报告中已对相关事项进行了披露，公司于2025年10月20日召开第二十七次执行委员会，审议通过向苏州卓誉电气技术有限公司（以下简称“卓誉科技”）进行股权投资并达成战略合作事项，同意公司向卓誉科技增资3,000万元，认购其6.5217%股权，同时在具身智能关节模组产品领域开展深度合作。目前卓誉科技尚处于量产的早期阶段，公司深耕制造业多年，可在产品制造方面赋能卓誉科技，为其生产关节模组中的轴承、齿轮、PCB板等零部件，进一步帮助卓誉科技降低采购成本，卓誉科技帮助公司补齐机电一体化中“电”的能力，更快向总成产品进行拓展。截至目前，公司已与相关方签署完成《增资协议》《股东协议》《战略合作协议》，后续公司将按照协议约定完成增资款的缴付并开展深度合作，感谢您的关注！",True,False
002708.SZ,20251020,互动易,董秘您好，请问公司是否有创投相关业务？ | 您好，公司专注于各类新能源与燃油汽车精密零部件、高端工业装备、智能机器人零部件及电子线路板、电子元器件的研发、生产与销售，始终关注市场动态和行业趋势，寻求内生式增长和外延式扩张协调发展，提升公司综合竞争力。公司围绕主营业务开展了相关投资与布局，以现金方式对陕西大祺传感电子科技有限公司、深圳某科技有限公司进行增资，深化产业协作，形成良好的协同效应；同时，经公司第五届董事会第十六次会议及2025年第二次临时股东大会审议通过，公司拟作为有限合伙人，投资设立黄山建投富海光洋机器人产业基金合伙企业（有限合伙）（暂定名），拟借助各方资源及专业投资机构的力量，更有效率、更安全地进行产业投资的新尝试，目前该事项处于筹划设立阶段，具体内容详见公司披露的相关公告，谢谢。,False,False
002708.SZ,20251015,互动易,目前公司产品在汽车领域与机器人领域，是如何布局规划的？ | 您好，公司秉行立足汽车、走出汽车的发展战略。立足汽车方面，公司始终坚定国产化替代与新能源汽车的战略方向，致力于向中高端、电动化、智能化、轻量化等方向转型升级；走出汽车方面，机器人是最主要的支点，公司充分运用在汽车零部件产品的技术、质量与量产管理优势，并通过资本和业务层面加大与机器人行业相关企业合作，密切关注行业技术发展趋势，聚焦机器人关节模组和感应模组相关零部件，同时加强集成化产品的研发制造。感谢您的关注！,True,False
002708.SZ,20251013,互动易,请问贵公司是否有产品交付机器人公司？或者即将交付？ | 您好，公司半年报中已经做了相关项目的信息披露。公司积极布局机器人业务，加大机器人用关节模组、减速器及轴承、齿轮、PCB等产品的研发和业务拓展，多款产品已经量产，部分产品正在验证阶段，谢谢。,True,False
002708.SZ,20251013,互动易,请问贵公司是否有机器人相关产品？ | 您好，公司积极布局机器人业务，聚焦机器人关节模组和感应模组相关零部件的研发制造。公司产品序列包括各类标准轴承、交叉滚子轴承、行星齿轮、滚珠丝杠、行星滚柱丝杠及电路板产品都可适用于机器人，各类减速器、关节模组和感应模组均可适配，谢谢。,False,False
002708.SZ,20251010,互动易,看到黄山建投官网报道的贵公司在黄山基地的6000万套人形机器人项目一期已经于9月29日顺利封顶，预计年底完成设备调试，明年上半年正式投产，请问：一期项目预计产值多少？达产后的产能能满足公司的快速增长的订单需求吗？ | 您好，公司黄山建设项目“年产6000万套高端新能源汽车及机器人用精密零部件”，主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域。项目一期达产后，预计产值10亿元，能够满足公司的订单需求，感谢您的关注！,True,False
002708.SZ,20251006,互动易,尊敬的董秘您好，近期公司发布多条公告，落实之前提到的“产业”与“资本”相结合的人形机器人发展战略。作为众多股东的一员，对公司未来发展非常期待。国庆假期期间，特斯拉公布人形机器人Optimus量产计划和最新“习武”视频，引发大量关注和热议。目前投资者比较关注“摆线针轮减速器”技术。相比谐波减速器，它更适合高负载场景，但加工精度要求较高导致成本偏高。请问公司是否具备“摆线针轮减速器”的生产能力？谢谢 | 您好，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家。公司具备摆线针轮减速器等相关核心部件的研发和生产能力，和国内某客户有合作，谢谢。,True,False
002708.SZ,20250927,互动易,董秘你好，今年以来PCB产家均大赚，贵公司也有相关业务，为什么公司毛利为-17%左右，是什么原因导致公司的此项还是亏损？全球能生产FPC和RFPC的企业不足十家，贵公司就是其中之一，贵公司是否抓住国产替代的机会，得到更多国内企业订单来改善亏损的局面，做到两线增长的局面。 | 您好，毛利主要是受战略性业务投入及产能爬坡等多重因素影响。目前公司线路板业务增量明显，四季度会有较大改善。公司FPC及RFPC产品以高多层Anylayer 的HDI产品为主，产品应用覆盖智能手机、AI眼镜等智能穿戴、平板电脑、汽车电子、机器人感应模组等领域。当前业务以海外终端客户为主，包括S客户、M客户、A客户等，均为市场头部企业，随着客户端份额不断提升，战略性投入的AI眼镜等项目逐步量产，以及国内市场的突破，公司FPC板块盈利能力将持续改善。感谢您的关注！,True,False
002708.SZ,20250923,互动易,董秘你好，看到您之前的答复说，下半年机器人业务订单快速增长。您的所谓快速，是增长50-100%还是100-200%，亦或是更高。看了公司半年报披露的毛利达到了25%以上。随着轴承及丝杆等机器人产品的放量，毛利是否还会继续提高？如果提高那三季报业绩是否会大幅度的增加？谢谢！ | 您好，具体业绩情况请以公司届时披露的定期报告为准，谢谢。,True,False
002708.SZ,20250923,互动易,公司产品涉足 军工、储能等领域么？ | 您好，公司专注于各类新能源与燃油汽车精密零部件、高端工业装备、智能机器人零部件及电子线路板、电子元器件的研发、生产与销售。公司轴承产品通过变速器主机厂或整车厂与相关车辆进行配套，公司产品暂不涉及储能领域，感谢您的关注！,False,True
002708.SZ,20250922,互动易,请问公司线路板是否可应用于手机、智能穿戴、电脑等消费电子。 | 您好，公司线路板业务主要研发制造应用于消费电子和新能源汽车中各类FPCB板，产品种类覆盖单双面FPC到12层Anylayer RFPC等各种产品叠构，产品应用方面完全覆盖到智能手机、AI眼镜等智能穿戴、平板电脑、汽车电子、机器人感应模组等领域。,False,False
002708.SZ,20250912,互动易,您好，董秘，光洋股份为机器人供应的精密轴承（如交叉滚子轴承）、关节模组等核心部件，在实际应用中（如宇树科技四足机器人、智元服务机器人）的寿命、精度达标率如何？是否经过极端工况（如高负载、连续运转）验证？ | 您好，公司目前与头部机器人公司合作的产品表现良好。公司机器人零部件产品，凭公司在高端材料研究、精密制造和全面测试体系，以及公司在量产经验和质量一致性管理能力等方面的优势，在寿命、精度和可靠性上已达到行业先进水平，完全能够满足机器人等领域的需求，谢谢。,True,False
002708.SZ,20250912,互动易,你好，董秘，随着 2025 年人形机器人量产加速（如小鹏 Iron、逐际动力等机型落地），光洋股份针对人形机器人的订单量是否有明确增长预期？当前已获 “量产定点” 的关节模组齿轮项目，2025 年下半年预计贡献多少收入？ | 您好，公司通过资本与产业双向合作的方式，加速开发人形机器人市场，下半年开始公司人形机器人相关订单迅速增长，公司积极布局相关产能进行匹配，具体进展公司会及时公告，感谢您的关注！,True,False
002708.SZ,20250912,互动易,你好董秘，光洋股份在工业机器人（如埃斯顿、新松合作）、服务机器人（智元）、人形机器人（宇树、小鹏）等不同赛道的布局中，哪个赛道的增长潜力被列为优先项？各赛道的产品收入占比目前是多少？ | 您好，公司积极布局机器人项目的研发和市场拓展，密切关注各赛道的发展趋势，聚焦机器人关节模组和感应模组相关零部件的研发制造，各类型机器人均可适配，公司将根据市场发展趋势随时作出市场策略调整。谢谢！,True,False
002708.SZ,20250912,互动易,你好，董秘，光洋股份黄山基地（年产 6000 万套机器人精密零部件）目前的产能爬坡进度如何？机器人部件的良率是否已达到行业主流水平（如 95% 以上）？产能释放是否能匹配客户未来 1-2 年的需求增长？ | 您好，公司黄山基地建设项目主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域，目前正在开展厂房地基施工建设等相关工作，部分产线根据项目进度已经通过租赁厂房等方式先期进行建设；公司针对不同零部件和工艺，设定具体的关键绩效指标，顶层设计、全员参与、持续迭代系统工程，发挥公司在轴承、齿轮、电路板方面的协同优势，借助合作的机器人整机公司的产业引领，持续迭代改善，达到行业领先水平。黄山基地项目总投资额10亿元，产能足够覆盖近1-2年的需求增长，公司也将密切关注市场变化，控制好投资风险。感谢您的关注！,True,False
002708.SZ,20250912,互动易,你好，董秘。面对机器人技术迭代（如特斯拉 Optimus 采用无框力矩电机、谐波减速器轻量化趋势），光洋股份在核心部件研发上是否有针对性布局？2025 年研发投入中，机器人相关技术的占比是多少？ | 您好，公司产品序列包括各类标准轴承、交叉滚子轴承、行星齿轮、滚珠丝杠、行星滚柱丝杠及电路板产品都可以用于机器人，各类减速器、关节模组和感应模组均可适配。公司也正基于自身资源优势，在资本和业务层面加大与机器人行业相关企业合作，进一步加强集成化产品的研发，根据行业技术发展趋势，做好针对性布局。具体研发投入相关情况请查阅公司已披露的定期报告相关内容，谢谢！,True,False
002708.SZ,20250912,互动易,你好，董秘。光洋股份机器人业务目前依赖宇树科技、智元机器人等头部客户（占比超 60%），未来是否有明确的新客户拓展计划？已进入哪些潜在客户（如其他人形机器人厂商、工业机器人新势力）的供应链验证阶段？ | 您好，公司半年报中已经做了相关项目的信息披露，包括与头部公司的业务合作情况。公司非常看好人形机器人市场，多种方式积极布局拓展机器人相关业务，加大机器人用关节模组、减速器及轴承、齿轮、PCB等产品的研发和业务拓展，多款产品已经量产，部分产品正在验证阶段，具体新客户名称限于保密要求不便说明，相关业务情况请关注公司定期报告。谢谢。,True,True
002708.SZ,20250806,互动易,董秘您好！请问贵公司有产品应用到数控机床领域？ | 您好，公司专注于各类新能源与燃油汽车精密零部件、高端工业装备、智能机器人零部件及电子线路板、电子元器件的研发、生产与销售。在高端工业装备领域暂不涉及数控机床，主要是风电偏航减速机和工业机器人，涉及产品主要是行星排零部件和交叉滚子轴承，感谢您的关注!,False,True
002708.SZ,20250515,互动易,公司减速器/机 目前发展到什么规模？有批量销售了么 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，在行星减速器和谐波减速器零部件方面积累多年经验，相关项目信息请关注定期报告披露的内容。感谢您的关注！,False,False
002708.SZ,20250414,互动易,请问公司开展人形机器人用高精密行星滚柱丝杠的设计与工艺关键技术研究，从研究到产出需要多久？公司有这方面的研发人才吗？ | 您好，公司业务情况请关注定期报告相关信息，非常感谢！,False,False
002708.SZ,20250321,互动易,你好，贵公司深耕轴承、丝杠多年，请问在行业内都有哪些优势？谢谢 | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，广泛适用于有高精、低摩擦和高效需求的应用场景，感谢您的关注！,False,False
002708.SZ,20250321,互动易,你好，请问贵公司有没有船用轴承？谢谢 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，暂不涉及船舶制造领域，谢谢。,False,True
002708.SZ,20250320,互动易,董秘，您好！贵司主营业务是什么？建议贵司更名为光洋轴承，更贴切，更有辨识度和知名度。谢谢！ | 您好，公司专注于各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件及电子线路板、电子元器件的研发、生产与销售，感谢您对公司的关注！,False,False
002708.SZ,20250314,互动易,公司产品是否有应用在船舶制造领域 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，暂不涉及船舶制造领域，谢谢。,False,True
002708.SZ,20250313,互动易,董事长您好！请问贵公司有产品供货机器人企业吗？哪怕订单量不足公司总营收的百分之一也是个好的前景开始。谢谢 | 您好，公司积极布局机器人相关业务领域，研发各类机器人关节模组适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，具体业务信息请关注定期报告披露的内容！,True,False
002708.SZ,20250312,互动易,请问：公司的丝杠技术是否与人形机器人产品生产有关联，或能够应用于人形机器人产品制造上？ | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，除汽车外，也大量适用于飞行汽车、线控执行器和机器人关节等相关领域，感谢您的关注！,False,False
002708.SZ,20250312,互动易,请问：公司的轴承产品是否可以使用于人形机器人产品上？谢谢！ | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，除汽车外，也大量适用于飞行汽车、线控执行器和机器人关节等相关领域，感谢您的关注！,False,False
002708.SZ,20250307,互动易,贵公司在人形机器人领域是否有涉足或者合作 | 您好，公司积极布局机器人相关业务领域，研发各类机器人关节模组适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！,True,False
002708.SZ,20250304,互动易,公司智能机器人相关零部件业务是不是已产生收益？ | 您好！公司智能机器人RV/谐波减速器轴承项目正在顺利推进中，具体业务进展请关注定期报告披露的内容，谢谢！,False,False
002708.SZ,20250225,互动易,董秘好，贵公司和头部人形机器人公司的合作进展顺利吗？有没有计划开拓新的同类型客户？ | 您好！有关公司项目及客户情况请关注定期报告披露的内容，谢谢！,True,False
002708.SZ,20250224,互动易,请问贵公司生产的减速器是否可以应用到人形机器人中 | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，尤其在行星减速器和谐波减速器零部件方面积累多年经验，应用场景涵盖汽车动力系统、飞行汽车和线控执行器和机器人关节等领域。感谢您的关注！,False,False
002708.SZ,20250219,互动易,减速器行业涉及广泛，机器人，飞行汽车，新能源汽车都需要用到减速器，能说一下公司减速器的优势吗？ | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，尤其在行星减速器和谐波减速器零部件方面积累多年经验，是行业内最早涉足研发并进入量产的专业厂家之一，应用场景涵盖汽车动力系统、飞行汽车和线控执行器和机器人关节等领域，在轻量化、系统整合能力、台架资源以及工程化方面有显著优势。感谢您的关注！,True,False
002708.SZ,20250219,互动易,公司的机器人项目进展到哪一步了，今年能顺利投入量产吗？ | 您好！关于公司项目进展情况请关注定期报告披露的内容。谢谢！,True,False
002708.SZ,20250217,互动易,董秘你好，请问贵司是否有产品用于人形机器人？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！,False,False
002708.SZ,20250217,互动易,董秘您好！请问贵公司是否有产品用在人型机人上面 | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！,False,False
002708.SZ,20250212,互动易,"公司2024年半年报披露：公司的销售模式一直以“直销”为主，为整车和主机厂配套，前五大客户销售额占比接近40%,比亚迪占比接近10%，请问：1、黄山基地投入的10个亿新产能还是为以比亚迪等五大客户配套为主，还是有新的客户？2、半年报披露的奇瑞汽车DHT150项目，2023年11月完成PPAP，2024年1月进入SOP，公司在黄山的新基地是否会加大对奇瑞的配套量，完成安徽本地车企的产业链融合？ | 您好！公司黄山建设项目“年产6000万套高端新能源汽车及机器人用精密零部件”，聚焦超精传动，主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域；在黄山建设项目将有利于公司借助地方产业优势，整合资源，与当地政府共同布局新能源产业链，推动新能源汽车产业的发展，符合公司的长期发展战略。谢谢！",True,False
002708.SZ,20250212,互动易,董秘您好，公司高管更换程序到哪一步了？由于公司已由传统行业升级为智能座舱，机器人低空，及电子线路板等高科技行业，强烈建议公司更换名称，比如光洋智能，光洋科技等等，更能体现公司价值，谢谢 | 您好！公司实际控制人变更相关事项正在有序推进中，感谢您对公司的关注及建议。,False,False
002708.SZ,20250205,互动易,还有请问公司对机器人的投资项目，推进到那一步了？ | 您好！公司建设项目“年产6000万套高端新能源汽车及机器人用精密零部件”，聚焦超精传动，主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配新能源汽车电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域，目前该项目正在按计划推进中，后续将按照相关规定及时履行信息披露义务，感谢您的关注！,False,False
002708.SZ,20250205,互动易,请问公司与宇树科技，特斯拉，比亚迪，这三家企业有合作吗？或者是有向这三家企业的那一家提供产品吗？ | 您好！具体业务信息请关注公司定期报告，感谢您对公司的关注！,True,False
002708.SZ,20250204,互动易,宇树机器人的轴承是公司的产品吗？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等， 具体业务信息请关注公司定期报告披露的内容。感谢您的关注！,False,False
002708.SZ,20250129,互动易,今年春节，宇数机器人在晚会上大展风采，公司与该公司是否存在直接或者间接的业务关系，我看了公司一直说业务与某头部客户，能否具体说明一下 | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等， 具体业务信息请关注公司定期报告披露的内容。感谢您的关注！,True,False
002708.SZ,20250127,互动易,人形机器人市场前景广阔，马斯克说，全球未来将有200亿台的人形机器人，活跃于人类生产生活场景中，最近公司也投建了6000万套新能源车、机器人用精密零部件。请问公司对于人型机器人的前景如何判断，是否做了相应的技术准备以及当前有哪些在谈或相关业务及规划？在未来机器人或者人型机器人产业大潮中能够有何建树和产业贡献？谢谢。顺祝董秘及光洋新年一帆风顺。 | 您好！随着人工智能和自动化技术的不断发展，未来人形机器人将在生产、服务、医疗等领域具有广阔的应用前景。公司将持续关注行业动态，积极进行机器人相关技术储备和产业布局，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，始终致力于提供高质量的精密零部件和解决方案，助力产业升级和技术创新，感谢您的关注！,False,False
002708.SZ,20250127,互动易,问题：24年是低空经济发展的元年，很多低空公司都爆火一时但业绩却呈现亏损，贵公司的业绩能做到扭亏为盈是得益于在低空经济领域的布局吗？ 建议：贵公司今年对于机器人的投资也让公司变得很有价值，希望贵公司在新的一年里可以考虑引进新的战略合作伙伴，制定战略规划并主动发布公告，这样也能让投资者对贵公司更有信心，利于公司长期发展 | 感谢您对公司的建议！公司业绩增长主要是新项目陆续量产爬坡、各项降本增效与增收节支措施的有效推进以及科研投入持续加大，产品竞争力攀升等因素综合影响。,True,False
002708.SZ,20250127,互动易,您好，我想问一下公司花10亿投资机器人项目，以及2.5亿增资子公司，这些资金的来源来自哪里，24年公司业绩得到改善，公司的现金流得到扩充了吗？ | 您好！资金来源于公司自有资金以及自筹资金，具体财务状况请关注公司发布的定期报告，感谢您的关注！,False,False
002708.SZ,20250124,互动易,请问贵公司 PCB 产品是否已应用在人形机器人领域？谢谢，如有具体哪些产品 | 您好！公司线路板业务有部分产品配套应用于机器人视觉传感器系统，具体业务信息请关注公司定期报告披露的内容。谢谢！,False,False
002708.SZ,20250121,互动易,轴承是机器人和低空飞行汽车最重要的零部件之一，关注到贵公司最近几个季度的营收增长和盈利增长速度都远远高于同行业的长盛轴承、五洲新春等公司，请问是因为老产品销量大增还是有新产品上市？ | 您好！公司业绩增长主要是新项目陆续量产爬坡、各项降本增效与增收节支措施的有效推进以及科研投入持续加大，产品竞争力攀升等因素综合影响，感谢您的关注！,True,False
002708.SZ,20250121,互动易,轴承是电动汽车、人形机器人、飞行汽车、智能穿戴里面最主要的零部件之一，在相关行业快速放量发展的情况下，我们注意到贵公司的营收增长速度和业绩增长速度都远远超过同行业的长盛轴承、五洲新春等公司，请问是因为老产品放量还是有新产品推出造成的？黄山新增的机器人项目达产后预计对公司的营收和业绩有多大影响？ | 您好！公司业绩增长主要是新项目陆续量产爬坡、各项降本增效与增收节支措施的有效推进以及科研投入持续加大，产品竞争力攀升等因素综合影响；公司建设项目“年产6000万套高端新能源汽车及机器人用精密零部件”，聚焦超精传动，主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域，详细项目介绍请查看公司披露的《关于对外投资建设项目的公告》。感谢您的关注！,True,False
002708.SZ,20250116,互动易,贵公司的控股股东之一的深圳东方富海是国内头部的资管公司之一，管理的300亿资产中，不乏人形机器人、低空经济和AI相关的新质生产力资产，请问：将来是否有可能会选择部分优质资产注入上市公司的计划？ | 您好！未来若有关公司控股股东进一步战略规划与安排，公司将按规定履行信息披露义务。谢谢！,False,False
002708.SZ,20250116,互动易,请问公司的产品谐波减速器有哪些应用场景？能应用于人形机器人吗？这个量大吗？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承及行星齿轮，公司为机器人RV/谐波减速机配套交叉滚子轴承及组合轴承等产品。,False,False
002708.SZ,20250116,互动易,公司的产品谐波减速器能有哪些应用场景？能广泛应用于人形机器人吗？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承及行星齿轮，公司为机器人RV/谐波减速机配套交叉滚子轴承及组合轴承等产品。,False,False
002708.SZ,20250113,互动易,董秘您好，公司曾称2024年底，公司项目机器人减速器交叉滚子轴承，智能机器人RV/谐波减速器轴承项目等共16款产品，将分批进入SOP，目前是否进展顺利？今年一季度能否产生利润？谢谢 | 您好！该项目正在顺利推进中，具体业务进展及业绩情况请关注公司定期报告披露的内容。谢谢！,False,False
