code,name,node_id,node_name,product,tier,total_score,moat_score,evidence_score,stage_score,growth_score,profit_score,support_score,market_score,evidence_hits,stage_hits,weak_hits,business_item,business_sales_pct,business_gross_margin,pe_ttm,close,chg20,revenue_yoy,netprofit_yoy,gross_margin,roe,forecast,latest_evidence
688160.SH,步科股份,EI-L5-DRIVE,驱动器/控制器/编码器,控制系统、机器人关节电机,第一梯队,81.0,17,10.1,18,12.8,9.0,8,6,8,3,0,控制系统,28.187170589851736,41.33210631759995,163.6873,134.0,25.88,43.2192,19.6973,32.8639,1.0204,预增 39~64%,据权威媒体6月5日报道。中国目前已经量产可变磁通电机。并广泛适用于新能源汽车、机器人、低空飞行器。可变磁通电机属于重大技术突破性产品。请问贵公司是否掌握了可变磁通电机相关技术？或者能否突破专利壁垒跟进量产这一最先进产品？ | 您好，感谢您对步科股份的关注。公司已成立技术研究院，针对机器人关节对电机轻量化、大力矩的核心需求，开展了轴向磁通电机等新技术的预研和长期跟踪，并已推出样品，进入客户试用阶段，研发过程中已识别相关技术的未来应用前景及当前性能短板，整体上正持续加强技术布局与迭代，后续将根据客户需求和供应链成熟度适
300718.SZ,长盛轴承,EI-L5-BEARING,机器人轴承/交叉滚子轴承,自润滑轴承、机器人轴承,第一梯队,79.8,16,14.2,18,9.2,11.4,8,3,16,2,4,金属塑料聚合物自润滑卷制轴承,36.54049291547633,47.54286386602236,73.5771,64.36,-11.76,23.4093,15.0944,33.9036,3.4444,预增 116~165%,贵公司的业务伙伴之一，是不是已经进入机器人机甲时代了？ | 感谢您的关注。公司专注于自润滑轴承及高性能聚合物的研发、生产及销售，产品广泛应用于汽车、工程机械、清洁能源、具身智能等多个领域。公司在具身智能领域已与多家企业建立合作关系，具体业务进展，敬请关注公司公告。
002708.SZ,光洋股份,EI-L5-BEARING,机器人轴承/交叉滚子轴承,轴承、齿轮、丝杠、PCB/FPC,第一梯队,79.3,18,18.0,18,8.7,5.6,8,3,69,19,10,轴承产品,57.50395515106811,24.016040124408484,67.7593,12.97,-7.88,15.1209,25.9988,15.2346,1.8307,预增 67~116%,尊敬的董秘，你好！请问公司同步器行星排产品毛利率是多少？业务收入占比多少？AI算力需求快速增长、 PCB线路板业务占比多少？机器人防爆巡查机器人6月份批量交货了吗？半年度报会提前预报吗？谢谢如实告知。 | 您好，据2025年度报告数据显示，公司同步器行星排产品毛利率为20.02%，占营业收入比重为19.93%，线路板业务占营业收入比重为10.80%。公司将严格按照监管规则及时履行信息披露义务，相关项目进展及具体经营情况请届时关注公司披露的定期报告，谢谢。
300124.SZ,汇川技术,EI-L5-DRIVE,驱动器/控制器/编码器,伺服、控制器、工业机器人控制,第一梯队,79.3,17,18.0,18,4.2,10.1,8,4,49,11,3,通用自动化行业,25.373199986254647,40.27303095308224,39.0666,68.4,-9.83,12.9798,-23.3874,29.0771,2.8255,略增 16~26%,请问公司在机器人行业布局了哪些方向？ | 您好！基于对人形机器人产业链的深入洞察、分析与预研工作，依托公司在运动控制、伺服驱动、直线导轨和丝杠等关键领域的技术积累，公司有条不紊地进行人形机器人领域的研发和探索工作。目前，公司已经储备了部分人形机器人相关的核心零部件产品，包括七自由度仿生臂、行星旋转执行器、直线执行器、无框力矩电机、低压直流驱动器和行星滚柱丝杠等。此外，公司将基于制造业场景，从客户实际场景需求出发，为客户提供场景化的产品和解决方案。在人形机器人领域，公司将持续依托工业场景的优势以及严格的工业品开发流程
300660.SZ,江苏雷利,EI-L5-FRAMELESS,无框力矩电机/空心杯电机,空心杯电机、步进电机、微电机,第一梯队,79.1,20,18.0,18,4.0,8.1,8,3,42,26,5,步进电机,28.606313692838604,29.93694238275465,62.4242,29.11,-9.0,15.0124,-29.7909,24.8631,1.853,略增 20~35%,网上说贵公司子公司鼎智科技间接参股灵心巧手7.52%，并派驻董事，提供空心杯电机等。请问此消息属实吗？如果属实，贵公司也算是间接参股灵心巧手？ | 您好，据了解鼎智科技未参股灵心巧手，也未派驻董事，关于鼎智科技的相关情况请您通过北交所的相关投资者关系通道进行咨询，感谢关注！
688698.SH,伟创电气,EI-L5-DRIVE,驱动器/控制器/编码器,伺服、控制、机器人驱动,第二梯队,77.3,17,18.0,18,2.3,10.0,8,4,24,8,3,伺服系统及运动控制器,29.6238437378122,31.467733432158024,46.5189,55.3,-14.32,20.9837,-14.7402,35.599,2.0368,,你好，目前机器人业务营业收入占比是多少？是否有Tesla链的订单？ | 尊敬的投资者，您好！具体经营数据，敬请关注公司披露的定期报告。谢谢！
603728.SH,鸣志电器,EI-L5-FRAMELESS,无框力矩电机/空心杯电机,空心杯电机、控制电机,第二梯队,77.2,18,7.8,18,9.9,8.5,10,5,9,1,0,控制电机及其驱动系统产品,83.02124516226871,36.76924067416836,391.7682,63.37,1.75,17.6532,92.1905,37.0232,0.4644,,您好，目前公司的空心杯电机的线圈绕制是采用哪种方式？灵巧手这方面是否为特斯拉的供应商？ | 尊敬的投资者您好，关于公司产品工艺和业务情况，请以公司官网信息和公告为准，感谢您的关注！
688320.SH,禾川科技,EI-L5-DRIVE,驱动器/控制器/编码器,伺服系统、控制器,第二梯队,77.2,17,16.7,18,3.7,5.8,8,8,11,6,1,伺服系统,73.18435346378043,24.903727256193893,,41.31,9.9,18.7042,79.1024,23.3512,-0.4639,续亏 15~33%,公司成立禾川人形机器人公司已经有一年多的时间，为何始终未能见到该公司有突破性的进展？为何始终无法取得主流人形机器人公司的批量订单？请问董秘，目前公司人形机器人的开发进展如何？给知名的主流机器人公司送样的结果如何？ | 投资者您好！感谢您对公司的关注。公司自布局人形机器人领域以来，推出了多款核心零部件产品，其中包括旋转关节模组、线性执行器、空心杯电机、无框力矩电机、灵巧手等，目前已有订单，但规模不大；公司积极推动与市场主流人形机器人公司的合作。人形机器人作为未来战略新兴产业，尚未迎来行业奇点，但公司始终保持对人形机器
301596.SZ,瑞迪智驱,EI-L4-REDUCER,减速器模组,精密传动、减速机、制动器,第二梯队,75.9,19,18.0,18,5.3,8.7,3,4,81,29,3,谐波减速机,8.441657052390173,38.91505747521901,56.644,53.31,-27.58,14.454,-13.8604,25.4497,2.2914,略增 1~12%,请问贵公司今年新开发的机器人客户有哪些？ | 尊敬的投资者，您好！公司持续推进机器人及高端装备领域市场拓展，坚持大客户战略，有序开展客户开发、产品验证和项目导入，相关产品已应用于工业机器人、协作机器人、人形机器人核心部件等领域。此外，公司积极参加AUTOMATE 2026等国际专业展会，持续拓展全球机器人产业链合作机会。相关信息请以公司依法披露的信息为准。未来市场拓展及应用规模受行业发展、客户需求及技术迭代等因素影响，存在一定不确定性，敬请投资者理性投资，注意投资风险。感谢您的关注！
000837.SZ,秦川机床,EI-L5-SCREW,滚柱丝杠/滚珠丝杠,机床、滚珠丝杠、机器人减速器,第二梯队,75.7,22,18.0,18,0.0,4.7,8,5,87,18,5,机床类,50.47765016672997,19.976675484342337,245.5164,11.92,4.29,9.6416,-11.7126,16.893,0.4949,预减 -83~-76%,请问贵公司当前订单是否具备可持续性，高端高毛利五轴、减速器设备、人形机器人等的研发和销售有没有规划，现金流压力何时能得以缓解，核心部件研发有无进展 | 公司始终聚焦主业发展，全面推进“品质提升年”各项工作，持续加大研发创新投入，关注高端精密机床、关键核心零部件等产品的技术攻关与量产，不断提升产品质量与服务水平，积极拓展市场空间，目前，公司在手订单健康可持续，截至2026年一季度末公司营业收入实现增长；同时，公司持续加强“两金”管控，现金流状况持续优化，2025年经营活动产生的现金流量净额3.17亿元，较上年同期增长
002046.SZ,国机精工,EI-L5-BEARING,机器人轴承/交叉滚子轴承,高端轴承、精密轴承,第二梯队,74.4,18,18.0,18,0.0,7.4,8,5,55,6,4,特种及精密轴承,43.998418565195344,27.073991651676355,238.4829,72.4,27.06,-8.6964,-110.2629,29.7943,-0.208,首亏 -114~-109%,亲爱的董秘：你好！公司轴承与哪些航天企业有合作？与哪些机器人公司有合作？公司接待了那么多调研者，交流中他们对公司的映象如何？对公司有信心吗？ | 您好，公司尚未与人形机器人本体公司建立业务关系，感谢您的关注。
002050.SZ,三花智控,EI-L3-ENERGY,能源与热管理,热管理、机器人机电执行器布局,第二梯队,74.3,10,18.0,18,4.4,9.8,10,4,108,44,2,制冷空调电器零部件,59.92808212364636,28.768728835607977,46.249,44.92,-0.35,1.3574,2.6793,27.7967,2.8819,略增 25~50%,去年股价60都在回购，公司现金充足，今年有没有回购计划？\n公司管理层减持什么情况？为什么媒体一直强调公司管理层在减持？\n空调元器件订单比去年同期增长还是减少？\n汽车热管理订单增多还是减少？\n液冷业务增长还是减少？\n机器人执行器有没有收到订单？\n有没有新的项目投资和证券投资计划？\n公司和英伟达，特斯拉，Figure ，三星，华为，宁德时代，小米，波士顿，宇树科技，优必选，智元，越疆，零跑有没有合作。 | 关于公司经营、对外投资、客户合作等重大事项的信息请以公司于法定信息披露媒体披露的公告为准。谢谢您对公
003021.SZ,兆威机电,EI-L4-HAND,灵巧手/末端执行器,微型传动系统、灵巧手传动,第二梯队,73.8,18,18.0,18,0.0,8.8,10,1,32,8,11,微型传动系统,60.09757881921027,28.665067686051387,101.9381,91.64,-5.14,-2.7354,-25.1475,31.2986,0.9503,,董秘您好！在人形机器人大厂强化灵巧手自研适配的当下，贵公司是否有计划发挥资本纽带的作用，通过参股人形机器人整机厂，或者引进人形机器人大厂参股贵公司灵巧手项目，从而强化与人形机器人产业链的深度渗透呢？， | 尊敬的投资者，您好！公司密切关注产业链上下游优质标的及行业内的投资机会，综合考虑，谨慎决策，赋能公司发展。未来如有相关投资计划，公司也将严格按照相关法规及时履行信息披露义务。感谢您的关注！
300421.SZ,力星股份,EI-L5-ROLLING,滚动体/钢球/陶瓷球/G5级,钢球、滚子、陶瓷球/G5级滚动体,第二梯队,70.1,19,18.0,18,0.0,4.1,8,3,101,33,2,钢球,85.08743058197743,15.739344591340783,96.9461,19.5,-10.59,5.503,-58.8154,14.2336,0.5473,,请问5月20日贵公司官方公众号发布信息，双方就欧洲和北美汽车项目深度战略合作、陶瓷球项目的持续推进及全球化业务支撑展开深入交流，在现有业务合作基础上进一步巩固全球供应链协同，加速陶瓷球产品的联合开发与应用落地。为何后来删除消息？作为二级市场投资者，非常关注。谢谢 | 尊敬的投资者您好，感谢您对公司动态的持续关注与监督，公司公众号内容的调整属于内部正常审核调整。再次感谢您的理解与支持！
301368.SZ,丰立智能,EI-L5-RV,RV/行星/摆线减速器,精密齿轮、减速器,第二梯队,66.8,19,18.0,18,0.0,2.8,6,3,34,13,10,齿轮,42.71467124945191,23.46086544962355,,43.81,-2.69,9.1706,-91.0739,11.2673,0.0278,首亏 -261~-207%,作为公司一般股东，请问公司目前产能利用率如何？ | 尊敬的投资者您好，公司传统主营业务产能利用率保持正常水平；新开发的适用于汽车变速箱、减速器的齿轮以及适用于四驱的差速器的锥齿轮产品，目前正处于产能爬坡阶段。感谢您的关注!
601689.SH,拓普集团,EI-L5-STRUCTURE,轻量化结构件/机身/总成,机器人执行器、轻量化、汽车零部件,第二梯队,65.4,13,18.0,18,2.3,7.1,3,4,48,17,1,机器人执行器,0.04594491630448967,28.24999998914737,35.6629,56.75,-9.39,14.9212,-2.4171,19.2562,2.2668,略减 -13~-3%,董秘你好，我是公司百万级长期重仓股东。公司海外生产基地布局，是否已提前为远期机器人等智能硬件业务的海外落地，做产能、供应链的配套预留？ | 公司全球化产能布局稳步推进，波兰工厂现有产线正常运营，二期正在筹划扩建，进一步承接欧洲本土订单；泰国一期工厂按计划建设推进，将于2026年投产并逐步爬坡放量。海外基地整体遵循先投产、再爬坡、后稳步贡献产能的节奏，各基地建设进度、产能释放规划及具体经营财务数据，请大家详细参阅公司2025年年度报告。
002527.SZ,新时达,EI-L5-DRIVE,驱动器/控制器/编码器,机器人与运动控制,观察池,63.9,17,18.0,18,6.3,1.5,3,0,130,30,16,机器人与运动控制类产品,24.032283500285523,11.559175990366981,1419.8572,13.12,-10.5,10.1294,7.6145,18.1344,-0.6019,扭亏 102~103%,请问公司的晶圆半导体机器人，能否取代日本的晶圆半导体机器人？ | 您好，公司半导体机器人能够覆盖热处理、清洗、刻蚀、薄膜、黄光、减薄、键合等前/后道半导体工艺制程，实现了设备的国产化替代，目前公司半导体机器人业务占公司业务比重较小，敬请广大投资者注意投资风险，谢谢您！
002965.SZ,祥鑫科技,EI-L5-STRUCTURE,轻量化结构件/机身/总成,精密冲压、结构件,观察池,63.9,13,18.0,18,0.0,1.9,8,5,61,18,9,新能源汽车冲压模具和金属结构件,58.0458700470748,9.348477304871636,261.1094,51.18,44.17,17.1533,-119.8668,7.4666,-0.4014,预减 -53~-44%,特斯拉机器人即将在7月份量产，请问公司除了灵巧手外，还有哪些机械部件供应给特斯拉 | 尊敬的投资者，您好！公司间接为T客户的汽车业务（如座椅结构件等）及新兴业务领域提供结构件产品。关于具体产品应用于何种终端型号，由于公司与客户签有严格的保密协议，涉及客户的商业机密，出于审慎原则，不便对具体应用细节进行评论，敬请谅解。公司始终致力于紧跟下游顶尖客户的发展步伐，积极布局前沿领域。感谢您的关注！
603667.SH,五洲新春,EI-L5-BEARING,机器人轴承/交叉滚子轴承,轴承、丝杠、机器人轴承,暂不优先,48.6,16,3.6,13,0.0,6.0,8,2,3,1,1,轴承产品,54.659520330703124,18.730385698862676,318.8141,70.18,-0.13,-18.8288,-18.6204,19.7572,1.029,,作为长期持股股东，对公司进行的减持行为以及定增表示理解并祝愿顺利。想请问一下，公司与新剑最新的合作有什么可以告知股东的吗？是否有产品通过测试并准备量产？与新剑的合作，是否使得公司进入了北美以及国内各大机器人的供应链之中？提供的产品，主要运用在什么场景？祝商祺 ！ | 尊敬的投资者，您好！感谢您对公司的关注，相关信息以公司公告为准！
002896.SZ,中大力德,EI-L4-JOINT,关节模组/执行器,精密减速器、减速电机、智能执行单元,暂不优先,41.7,18,0.7,6,0.0,7.0,8,2,1,0,0,智能执行单元,37.628730356399565,25.08310975399232,271.3745,77.84,-1.34,5.1164,-36.4187,24.407,0.9193,,公司生产的供应人形机器人的减速器有没有使用软磁材料 | 尊敬的投资者您好！目前公司减速器所用的材料包括20CrMnTi、40Cr、40CrNiMoA合金钢等。
