ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
300503.SZ,20240131,20231231,首亏,-975.6214,-773.5549,-19500.0,-15000.0,2226.99,20240131,预计:净利润-19500--15000,"1、报告期内，公司营业收入同比略有增长，但受终端消费电子行业景气度下滑、市场竞争加剧等因素影响，以及公司禾丰智能制造基地投入使用折旧费等费用增加，以上因素综合导致公司主营业务毛利率下滑以及相关期间费用增加。2、报告期内，子公司瑞士Infranor集团营业收入较上年同期保持了一定的增长，但受营业成本及销售费用等费用增加影响，瑞士Infranor集团毛利率下滑、净利润同比有所下降。因瑞士Infranor集团经营情况不及预期，公司预计需对瑞士Infranor集团补充计提约1.3亿元至1.7亿元商誉减值损失。同时，公司对部分应收账款、存货，根据会计准则的要求计提了减值准备和存货跌价准备。以上情况综合导致公司2023年度的整体利润较上年大幅下滑。公司本期计提商誉减值损失、资产减值损失和信用减值损失的最终金额将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定，后续公司将根据实际情况及相关规则要求，履行计提减值准备的相关披露要求，敬请广大投资者谨慎决策，注意投资风险。3、本报告期，公司预计非经常性损益对归属于上市公司股东的净利润影响金额约为2,500万元至3,500万元，上年同期为2,916.60万元。",1
300503.SZ,20240131,20231231,首亏,-975.6214,-773.5549,-19500.0,-15000.0,2226.99,20240131,预计:净利润-19500--15000,"1、报告期内，公司营业收入同比略有增长，但受终端消费电子行业景气度下滑、市场竞争加剧等因素影响，以及公司禾丰智能制造基地投入使用折旧费等费用增加，以上因素综合导致公司主营业务毛利率下滑以及相关期间费用增加。2、报告期内，子公司瑞士Infranor集团营业收入较上年同期保持了一定的增长，但受营业成本及销售费用等费用增加影响，瑞士Infranor集团毛利率下滑、净利润同比有所下降。因瑞士Infranor集团经营情况不及预期，公司预计需对瑞士Infranor集团补充计提约1.3亿元至1.7亿元商誉减值损失。同时，公司对部分应收账款、存货，根据会计准则的要求计提了减值准备和存货跌价准备。以上情况综合导致公司2023年度的整体利润较上年大幅下滑。公司本期计提商誉减值损失、资产减值损失和信用减值损失的最终金额将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定，后续公司将根据实际情况及相关规则要求，履行计提减值准备的相关披露要求，敬请广大投资者谨慎决策，注意投资风险。3、本报告期，公司预计非经常性损益对归属于上市公司股东的净利润影响金额约为2,500万元至3,500万元，上年同期为2,916.60万元。",0
603270.SH,20250715,20250630,略增,27.72,45.22,7300.0,8300.0,5715.4,20250715,预计:净利润7300-8300,"2025年上半年，公司持续以精密冲压技术为基础，积极拓展延伸产品应用领域，积极推进募投项目实施和新产品拓展，在轴承保持架和精密汽车零部件领域，均取得较好的市场拓展，公司预计2025年上半年可实现营业收入83,500万元左右，同比增长约40.62%。随着募投项目产能逐步释放以及新产品逐步量产，规模优势将得到充分发挥，实现经营质量的全面优化。",0
000551.SZ,20250118,20241231,预增,40.0,70.0,21741.0,26400.0,15529.55,20250118,预计:净利润21741-26400,公司重点子公司通过以内控重塑为抓手，持续实施降本增效和智改数转，不断以创新优化核心技术，经营质量、盈利能力得到增强，同时加大了新兴海外市场的拓展力度。公司2024年度利润稳步增长。报告期内公司控股子公司苏州电瓷厂股份有限公司持续深化智能制造与数字化转型，积极调整生产布局，确保苏宿两地生产资源的高效利用，通过引入先进技术优化生产流程，显著提高了生产效率和产品品质，按计划完成了多条国网特高压关键线路产品的交付与验收，为客户提供更高质量的产品与服务，实现可持续发展。报告期内公司控股子公司苏州轴承厂股份有限公司（简称“苏州轴承”）稳步推进科技创新，产品结构迭代升级，高附加值产品销量增加；构建国内国外双驱动发展的新格局，加快全球化进程，海外市场增量明显，且毛利率高于国内市场。苏州轴承持续推进全面预算管理和降本增效，并加强技术改造和工艺改进，提升生产效率和产能，推动产品毛利率稳步提高。同时，受美元、欧元兑人民币汇率升值影响，助推利润增加。,0
000551.SZ,20240713,20240630,预增,50.0,80.0,13460.0,16152.0,8973.44,20240713,预计:净利润13460-16152,公司主要子公司以内控重塑为抓手，持续实施降本增效和智改数转，不断以创新优化核心技术，经营质量、盈利能力得到增强，同时加大了新兴海外市场的拓展力度。公司2024年半年度利润稳步增长。报告期内公司控股子公司苏州电瓷厂股份有限公司持续深化智能制造与数字化转型，积极调整生产布局，确保苏宿两地生产资源的高效利用，通过引入先进技术优化生产流程，显著提高了生产效率和产品品质，按计划完成了多条国网特高压关键线路产品的交付与验收，为客户提供更高质量的产品与服务，实现可持续发展。,1
000551.SZ,20240713,20240630,预增,50.0,80.0,13460.0,16152.0,8973.44,20240713,预计:净利润13460-16152,公司主要子公司以内控重塑为抓手，持续实施降本增效和智改数转，不断以创新优化核心技术，经营质量、盈利能力得到增强，同时加大了新兴海外市场的拓展力度。公司2024年半年度利润稳步增长。报告期内公司控股子公司苏州电瓷厂股份有限公司持续深化智能制造与数字化转型，积极调整生产布局，确保苏宿两地生产资源的高效利用，通过引入先进技术优化生产流程，显著提高了生产效率和产品品质，按计划完成了多条国网特高压关键线路产品的交付与验收，为客户提供更高质量的产品与服务，实现可持续发展。,0
000551.SZ,20240412,20240331,预增,50.0,80.0,5766.0,6919.0,3843.98,20240412,预计:净利润5766-6919,公司进一步提高管理水平，通过多种措施管控成本费用，下属重点子公司持续落实开源节流、精益生产、提质增效等措施，并取得实效，盈利能力得到提升。公司持续加强研发能力，不断提升产品市场竞争力，公司2024年第一季度利润稳步增长。,1
000551.SZ,20240412,20240331,预增,50.0,80.0,5766.0,6919.0,3843.98,20240412,预计:净利润5766-6919,公司进一步提高管理水平，通过多种措施管控成本费用，下属重点子公司持续落实开源节流、精益生产、提质增效等措施，并取得实效，盈利能力得到提升。公司持续加强研发能力，不断提升产品市场竞争力，公司2024年第一季度利润稳步增长。,0
300718.SZ,20240123,20231231,预增,115.56,164.56,22000.0,27000.0,10205.78,20240123,预计:净利润22000-27000,公司归属于上市公司股东的净利润及扣除非经常性损益的净利润同比增加，主要原因包括:1、基于谨慎性原则，2022年度公司对可能发生减值的资产计提减值准备约1.08亿元，导致该年度归属于上市公司股东的净利润偏低；2、2023年公司产品结构持续优化，高毛利产品的营收占比进一步提升；3、产品的主要原材料价格有所下降并保持稳定；4、汇率变动形成一定收益；5、公司持续推动的精益生产管理降低了生产成本。,1
300718.SZ,20240123,20231231,预增,115.56,164.56,22000.0,27000.0,10205.78,20240123,预计:净利润22000-27000,公司归属于上市公司股东的净利润及扣除非经常性损益的净利润同比增加，主要原因包括:1、基于谨慎性原则，2022年度公司对可能发生减值的资产计提减值准备约1.08亿元，导致该年度归属于上市公司股东的净利润偏低；2、2023年公司产品结构持续优化，高毛利产品的营收占比进一步提升；3、产品的主要原材料价格有所下降并保持稳定；4、汇率变动形成一定收益；5、公司持续推动的精益生产管理降低了生产成本。,0
002046.SZ,20260414,20260331,首亏,-113.562,-109.0414,-1200.0,-800.0,8848.22,20260414,预计:净利润-1200--800,"1.轴承业务板块收入下滑金额超过超硬材料及制品业务板块收入的增加，导致公司营业收入同比减少约5,000万元，毛利额同比减少约1,300万元；2.轴研所搬迁至伊滨区后运营费用增加，受此主要影响，公司管理费用和销售费用合计增加约1,100万元；3.本期研发投入较大，研发费用同比增加约2,700万元；4.受账龄滚增及当期确认收入未到回款期影响，信用减值损失同比增加约1,700万元；5.去年同期处置中浙高铁股权确认投资收益4,000万元，当期无此特殊事项。",0
002472.SZ,20250121,20241231,略增,24.45,26.9,101600.0,103600.0,81640.73,20250121,预计:净利润101600-103600,公司始终专注于齿轮主营业务，不断增强研发创新能力，打造以高精密齿轮研发与制造能力为基础的产品平台化战略，持续提高核心竞争力、拓宽“护城河”。报告期内，新能源汽车齿轮业务保持快速增长，为公司业绩的稳步增长提供了强有力的支持。展望未来，公司将继续集中资源对海外市场的布局加大力度，进一步提高在全球新能源汽车齿轮市场的占有率。同时，控股子公司浙江环驱科技有限公司在智能家居、智能汽车、未来生活等领域的深入布局初见成效，通过持续强化在智能执行机构领域的研发设计能力和市场响应速度，浙江环驱科技有限公司的营收和净利润得以显著提升，成为公司业绩增长的新动力来源，为整体发展注入了更多活力与潜力。,0
002472.SZ,20240927,20240930,略增,22.66,26.05,72300.0,74300.0,58943.48,20240927,预计:净利润72300-74300,公司专注于核心业务，持续增强研发创新能力，积极拓展市场，全面提升核心竞争力。在报告期内，公司新能源汽车齿轮业务实现快速增长，成为业绩提升的主要驱动力。展望未来，公司将集中资源拓展海外市场，争取更多业务落地，进一步提升全球市场占有率。此外，公司智能执行机构业务围绕智能家居、智能汽车、智能办公及未来生活等多个领域进行战略布局，特别是在智能家居和智能汽车领域，公司将持续提升市场占有率，推动该业务板块的快速增长。报告期内，智能执行机构业务的营收和利润实现了显著同比增长，为公司整体业绩注入了新的增长动力。,0
002472.SZ,20240709,20240630,略增,22.08,27.51,45000.0,47000.0,36859.74,20240709,预计:净利润45000-47000,公司业绩增长的主要原因：1、控股子公司浙江环驱科技有限公司（以下简称“环驱科技”）已成功转型至智能驱动机构的新兴领域，超越“民生齿轮”传统定位，覆盖智能办公、智能汽车、智能家居及未来生活等多个领域。报告期内，智能家居业务尤为亮眼，营收和利润同比增长显著，引领公司智能驱动机构业务迈向高速增长轨道。同时，环驱科技依托母公司在汽车市场的资源优势与协同效应，积极扩展智能汽车部件驱动业务，彰显出强势的发展潜力。2、新能源汽车齿轮业务的强劲增长是公司业绩增长的主要动力，这既得益于下游需求的增长带动，更是源于自身强大的市场竞争力。,1
002472.SZ,20240709,20240630,略增,22.08,27.51,45000.0,47000.0,36859.74,20240709,预计:净利润45000-47000,公司业绩增长的主要原因：1、控股子公司浙江环驱科技有限公司（以下简称“环驱科技”）已成功转型至智能驱动机构的新兴领域，超越“民生齿轮”传统定位，覆盖智能办公、智能汽车、智能家居及未来生活等多个领域。报告期内，智能家居业务尤为亮眼，营收和利润同比增长显著，引领公司智能驱动机构业务迈向高速增长轨道。同时，环驱科技依托母公司在汽车市场的资源优势与协同效应，积极扩展智能汽车部件驱动业务，彰显出强势的发展潜力。2、新能源汽车齿轮业务的强劲增长是公司业绩增长的主要动力，这既得益于下游需求的增长带动，更是源于自身强大的市场竞争力。,0
002472.SZ,20240304,20240331,略增,22.75,34.44,21000.0,23000.0,17107.77,20240304,预计:净利润21000-23000,业绩增长的主要原因：1、作为客户研发的创新伙伴，公司依托自身多年的高精密齿轮制造经验以及研发能力，持续为客户赋能并提供齿轮解决方案，以“研发先行、研产一体”的发展战略相继获得包括丰田、某欧洲知名豪华品牌车企在内的优质新能源汽车电驱动齿轮和小总成项目；随着下游客户对电驱动齿轮转速、扭矩密度、噪音和品质稳定性的要求日益提升，公司在新能源汽车齿轮领域的竞争优势愈发显著。此外，公司在全球市场的竞争力逐渐赢得海外客户的肯定，已定点项目分阶段进入批量生产，促进公司新能源汽车齿轮业务的持续增长。2、2022年，公司投资设立子公司浙江环驱科技有限公司，积极布局民生齿轮及其相关零部件业务，并通过浙江环驱科技有限公司成功收购深圳市三多乐智能传动有限公司，在收购完成后对其不断进行内部业务整合、企业文化融合以及市场开拓，凭借着自身积累多年的设计能力、运营与制造能力，公司在智能家居和汽车领域的业务份额得到持续提升，进一步助力公司业绩稳步增长。3、公司经营团队始终致力于内部流程创新活动，通过工艺优化、流程改善等举措提高生产效率、实现内部降本提效，从而提升公司的经营业绩。,1
002472.SZ,20240304,20240331,略增,22.75,34.44,21000.0,23000.0,17107.77,20240304,预计:净利润21000-23000,业绩增长的主要原因：1、作为客户研发的创新伙伴，公司依托自身多年的高精密齿轮制造经验以及研发能力，持续为客户赋能并提供齿轮解决方案，以“研发先行、研产一体”的发展战略相继获得包括丰田、某欧洲知名豪华品牌车企在内的优质新能源汽车电驱动齿轮和小总成项目；随着下游客户对电驱动齿轮转速、扭矩密度、噪音和品质稳定性的要求日益提升，公司在新能源汽车齿轮领域的竞争优势愈发显著。此外，公司在全球市场的竞争力逐渐赢得海外客户的肯定，已定点项目分阶段进入批量生产，促进公司新能源汽车齿轮业务的持续增长。2、2022年，公司投资设立子公司浙江环驱科技有限公司，积极布局民生齿轮及其相关零部件业务，并通过浙江环驱科技有限公司成功收购深圳市三多乐智能传动有限公司，在收购完成后对其不断进行内部业务整合、企业文化融合以及市场开拓，凭借着自身积累多年的设计能力、运营与制造能力，公司在智能家居和汽车领域的业务份额得到持续提升，进一步助力公司业绩稳步增长。3、公司经营团队始终致力于内部流程创新活动，通过工艺优化、流程改善等举措提高生产效率、实现内部降本提效，从而提升公司的经营业绩。,0
002472.SZ,20240109,20231231,略增,37.44,40.87,80000.0,82000.0,58208.5,20240109,预计:净利润80000-82000,公司始终坚持聚焦主业，紧密围绕公司发展战略和经营管理目标开展各项运营工作，积极推动高精密制造平台化延伸。报告期内，公司重型卡车自动变速箱齿轮业务、新能源汽车齿轮业务等均呈现良好增长态势；此外，公司持续推动内部降本增效、自主创新等工作，有效提升制造能力，降低单位成本，推动公司业绩稳步增长。,1
002472.SZ,20240109,20231231,略增,37.44,40.87,80000.0,82000.0,58208.5,20240109,预计:净利润80000-82000,公司始终坚持聚焦主业，紧密围绕公司发展战略和经营管理目标开展各项运营工作，积极推动高精密制造平台化延伸。报告期内，公司重型卡车自动变速箱齿轮业务、新能源汽车齿轮业务等均呈现良好增长态势；此外，公司持续推动内部降本增效、自主创新等工作，有效提升制造能力，降低单位成本，推动公司业绩稳步增长。,0
301596.SZ,20240510,20240630,略增,1.48,12.16,5147.0,5688.0,5071.5,20240510,预计:净利润5147-5688,,1
301596.SZ,20240510,20240630,略增,1.48,12.16,5147.0,5688.0,5071.5,20240510,预计:净利润5147-5688,,0
301596.SZ,20240425,20240331,续盈,-4.64,8.4,2214.0,2517.0,2321.53,20240425,预计:净利润2214-2517,,1
301596.SZ,20240425,20240331,续盈,-4.64,8.4,2214.0,2517.0,2321.53,20240425,预计:净利润2214-2517,,0
301368.SZ,20260128,20251231,首亏,-260.7593,-207.1728,-2700.0,-1800.0,1679.53,20260128,预计:净利润-2700--1800,"公司本期业绩出现亏损的主要原因如下：1、首发募投项目新能源汽车精密传动齿轮制造项目于2025年12月结项，2025年度该项目涉及的新购建及购置资产陆续转固，公司折旧持续增加对利润的影响持续提升；另外由于人员增加配置包括生产工人、技术人员及专家引进等带来薪资成本上升；拓展新业务，新品开发投入的刀具、模具、夹具，配套装备等费用支出增加影响当年盈利。2、公司通过融资资金追加投入项目，受产生的利息支出以及人民币升值所产生的汇率变动影响，财务费用增加，影响当年利润。3、根据会计政策计提存货减值，公司计提存货减值约1,500万元左右，影响当年的利润。4、2025年海外投资：越南子公司、马来西亚子公司于2025年底进入小批生产状态。投入开办费用影响当年利润。",1
301368.SZ,20260128,20251231,首亏,-260.7593,-207.1728,-2700.0,-1800.0,1679.53,20260128,预计:净利润-2700--1800,"公司本期业绩出现亏损的主要原因如下：1、首发募投项目新能源汽车精密传动齿轮制造项目于2025年12月结项，2025年度该项目涉及的新购建及购置资产陆续转固，公司折旧持续增加对利润的影响持续提升；另外由于人员增加配置包括生产工人、技术人员及专家引进等带来薪资成本上升；拓展新业务，新品开发投入的刀具、模具、夹具，配套装备等费用支出增加影响当年盈利。2、公司通过融资资金追加投入项目，受产生的利息支出以及人民币升值所产生的汇率变动影响，财务费用增加，影响当年利润。3、根据会计政策计提存货减值，公司计提存货减值约1,500万元左右，影响当年的利润。4、2025年海外投资：越南子公司、马来西亚子公司于2025年底进入小批生产状态。投入开办费用影响当年利润。",0
000837.SZ,20240131,20231231,预减,-82.55,-76.36,4800.0,6500.0,27500.12,20240131,预计:净利润4800-6500,"2023年公司继续聚焦主业，注重新产品的研发,狠抓产品质量及降本控费工作，提升内部管理。但机床工具行业市场需求减缓，公司主机业务受到一定影响；2022年公司有资产处置收益,本期无该类事项。预计2023年度归属于上市公司股东的净利润4,800万元至6,500万元之间，较上年同期同比下降76.36%–82.55%。非经常性损益对公司归母净利润的影响：公司2023年收到陕西省西咸新区沣西新城拨付的用于企业发展奖补资金3,000万元，属于与收益相关政府补助，预计增加公司2023年度归属于母公司净利润2,550万元。",1
000837.SZ,20240131,20231231,预减,-82.55,-76.36,4800.0,6500.0,27500.12,20240131,预计:净利润4800-6500,"2023年公司继续聚焦主业，注重新产品的研发,狠抓产品质量及降本控费工作，提升内部管理。但机床工具行业市场需求减缓，公司主机业务受到一定影响；2022年公司有资产处置收益,本期无该类事项。预计2023年度归属于上市公司股东的净利润4,800万元至6,500万元之间，较上年同期同比下降76.36%–82.55%。非经常性损益对公司归母净利润的影响：公司2023年收到陕西省西咸新区沣西新城拨付的用于企业发展奖补资金3,000万元，属于与收益相关政府补助，预计增加公司2023年度归属于母公司净利润2,550万元。",0
300660.SZ,20240130,20231231,略增,20.0,35.0,31046.0,34927.0,25871.63,20240130,预计:净利润31046-34927,"（1）报告期内，公司克服国内传统家用电器电机市场的竞争压力，保持市场份额；持续加大新能源汽车激光雷达电机、电动空调压缩机及控制器、电子泵、储能泵、精密铝压铸轻量化产品的量产能力；继续加大医疗用音圈电机、工控电机、空心杯电机、行星滚珠及滚柱丝杠等产品的研发投入，提升高附加值产品的销售份额，改善产品销售结构，产品盈利能力持续改善。（2）预计公司2023年全年非经常性损益对净利润的影响为2,500万元～3,500万元，主要为报告期内公司外汇套期保值业务产生的浮动盈亏以及计入当期损益的政府补助所致。",1
300660.SZ,20240130,20231231,略增,20.0,35.0,31046.0,34927.0,25871.63,20240130,预计:净利润31046-34927,"（1）报告期内，公司克服国内传统家用电器电机市场的竞争压力，保持市场份额；持续加大新能源汽车激光雷达电机、电动空调压缩机及控制器、电子泵、储能泵、精密铝压铸轻量化产品的量产能力；继续加大医疗用音圈电机、工控电机、空心杯电机、行星滚珠及滚柱丝杠等产品的研发投入，提升高附加值产品的销售份额，改善产品销售结构，产品盈利能力持续改善。（2）预计公司2023年全年非经常性损益对净利润的影响为2,500万元～3,500万元，主要为报告期内公司外汇套期保值业务产生的浮动盈亏以及计入当期损益的政府补助所致。",0
002979.SZ,20260703,20260630,预增,55.0,65.0,18436.0,19625.0,11894.14,20260702,预计:净利润18436-19625,"报告期内，公司经营情况有较大改善，业绩实现较大幅度增长，主要得益于以下几方面因素：1、下游智能制造的自动化设备市场环境有所回暖，劳动人口总体趋降、下游需求逐步恢复，公司业务订单情况有较大好转，叠加公司持续加大对重点战略性行业以及新兴业务领域的市场开拓力度，相关业务收入贡献逐步提升，对整体业绩形成积极带动；报告期实现销售额138,281.44万元～142,289.59万元（含税口径），实现营业收入123,006.08万元～126,571.48万元（不含税口径），比上年同期增长38%～42%。其中二季度营业收入比上年同期增长42%～48%。2、面对大宗商品及芯片等原材料价格大幅上涨的市场局面，报告期内公司积极落实“两提两降”经营策略：提升高端行业与高端客户、提升高端爆品与高端方案、降低管理成本与沟通成本、降低供应链成本与生产成本；通过优化内部管理、产品规划与市场推广，毛利率水平保持稳定，推动经营效益持续向好。3、公司在新兴业务与第二增长曲线，也取得较大突破与显著增长。",0
