ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
002708.SZ,20220715,20220630,首亏,-386.9907,-323.215,-9000.0,-7000.0,3135.99,20220715,预计:净利润-9000--7000,报告期内汽车产业面临较大压力，终端市场从去年底开始出现疲弱迹象，尤其是传统燃油车，下游商用车市场产销下滑严重。年初疫情对公司所处的汽车行业更是造成巨大冲击，上海、长春、西安等汽车工业重镇相继发生疫情并采取疫情管控措施，公司部分主要客户的正常生产运营受到严重影响，甚至出现停产。公司位于江苏常州、天津静海、山东威海的生产基地也受到“封城”、“静止”等疫情管控，物流运输等受到极大影响，经济循环畅通遇到明显制约，致使公司存量业务受到严重影响；公司新定点的增量业务仍处于投入期，部分项目虽已量产但还未达峰值，经济效益尚未在当期完全体现。其次，公司并购标的威海世一正在积极推进新品研发及新客户开发等相关工作，目前还处于产能爬坡阶段。因此，公司受疫情及宏观局势影响、新项目量产滞后，叠加原材料采购成本处于高位等不利因素，预计公司营业收入及毛利率均同比下降，使得公司报告期归属于上市公司股东的净利润同比预计下降至亏损人民币7000.00万元至人民币9000.00万元。,1
002708.SZ,20220715,20220630,首亏,-386.9907,-323.215,-9000.0,-7000.0,3135.99,20220715,预计净利润-9000~-7000万,报告期内汽车产业面临较大压力，终端市场从去年底开始出现疲弱迹象，尤其是传统燃油车，下游商用车市场产销下滑严重。年初疫情对公司所处的汽车行业更是造成巨大冲击，上海、长春、西安等汽车工业重镇相继发生疫情并采取疫情管控措施，公司部分主要客户的正常生产运营受到严重影响，甚至出现停产。公司位于江苏常州、天津静海、山东威海的生产基地也受到“封城”、“静止”等疫情管控，物流运输等受到极大影响，经济循环畅通遇到明显制约，致使公司存量业务受到严重影响；公司新定点的增量业务仍处于投入期，部分项目虽已量产但还未达峰值，经济效益尚未在当期完全体现。其次，公司并购标的威海世一正在积极推进新品研发及新客户开发等相关工作，目前还处于产能爬坡阶段。因此，公司受疫情及宏观局势影响、新项目量产滞后，叠加原材料采购成本处于高位等不利因素，预计公司营业收入及毛利率均同比下降，使得公司报告期归属于上市公司股东的净利润同比预计下降至亏损人民币7000.00万元至人民币9000.00万元。,0
002708.SZ,20220129,20211231,首亏,-239.0,-169.5,-7000.0,-3500.0,5035.8,20220129,预计:净利润-7000--3500,"1、公司于2020年12月29日完成对威海世一电子有限公司及威海高亚泰电子有限公司的收购后，对其进行全面梳理，制定了新的发展战略，在产品研发、人才队伍、设备厂房、环保设施等领域加大投入进行改造与升级，全力推进新产品研发及新客户开发等相关工作，由于2021年仍属于复工复产及产能爬坡的阶段，虽然实现了一定规模的营业收入，但仍出现了较大的经营亏损。2、报告期内，公司实施2021年限制性股票激励计划，导致本期发生股权激励报酬。3、根据《企业会计准则》和相关会计政策的规定，为了更加真实、准确地反映公司截至2021年12月31日的资产和财务状况，公司对合并报表范围内的各项资产进行了全面清查及评估。基于谨慎性原则，对存在减值迹象的相关资产计提相应的减值损失共计2,346.74万元，减少了公司2021年度归属于上市公司股东的净利润。（具体内容详见公司同日刊登于巨潮资讯网的相关公告）4、报告期内公司主要原材料及物资能源价格持续上涨，国际贸易业务海运费较疫情前涨幅巨大，同时公司近期定点了较多新能源汽车零部件等新业务，前期投入较多，报告期已经产生相应成本，但尚未到回报期，导致公司利润较上年同期下降明显。",1
002708.SZ,20220129,20211231,首亏,-239.0,-169.5,-7000.0,-3500.0,5035.8,20220129,预计净利润-7000~-3500万,"1、公司于2020年12月29日完成对威海世一电子有限公司及威海高亚泰电子有限公司的收购后，对其进行全面梳理，制定了新的发展战略，在产品研发、人才队伍、设备厂房、环保设施等领域加大投入进行改造与升级，全力推进新产品研发及新客户开发等相关工作，由于2021年仍属于复工复产及产能爬坡的阶段，虽然实现了一定规模的营业收入，但仍出现了较大的经营亏损。2、报告期内，公司实施2021年限制性股票激励计划，导致本期发生股权激励报酬。3、根据《企业会计准则》和相关会计政策的规定，为了更加真实、准确地反映公司截至2021年12月31日的资产和财务状况，公司对合并报表范围内的各项资产进行了全面清查及评估。基于谨慎性原则，对存在减值迹象的相关资产计提相应的减值损失共计2,346.74万元，减少了公司2021年度归属于上市公司股东的净利润。（具体内容详见公司同日刊登于巨潮资讯网的相关公告）4、报告期内公司主要原材料及物资能源价格持续上涨，国际贸易业务海运费较疫情前涨幅巨大，同时公司近期定点了较多新能源汽车零部件等新业务，前期投入较多，报告期已经产生相应成本，但尚未到回报期，导致公司利润较上年同期下降明显。",0
002708.SZ,20210430,20210630,预增,347.25,496.34,3000.0,4000.0,670.76,20210430,预计:净利润3000-4000,1、公司主营业务稳定增长；2、公司收到天津天海同步集团有限公司、吕超、薛桂凤支付的业绩补偿款。,1
002708.SZ,20210430,20210630,预增,347.25,496.34,3000.0,4000.0,670.76,20210430,预计净利润3000-4000万,1、公司主营业务稳定增长；2、公司收到天津天海同步集团有限公司、吕超、薛桂凤支付的业绩补偿款。,0
002708.SZ,20210410,20210331,预增,861.23,1181.64,1800.0,2400.0,187.26,20210410,预计:净利润1800-2400,"1,报告期内,公司主营业务稳定增长,同时优化产品结构,提升盈利水平.2,公司分别于2021年1月5日,3月31日收到天津天海同步集团有限公司,吕超,薛桂凤支付的业绩补偿款共计1,300万元,计入损益,影响本报告期归属于上市公司股东的净利润约1,105万元,属于非经常性损益项目.",1
002708.SZ,20210410,20210331,预增,861.23,1181.64,1800.0,2400.0,187.26,20210410,预计净利润1800-2400万,"1,报告期内,公司主营业务稳定增长,同时优化产品结构,提升盈利水平.2,公司分别于2021年1月5日,3月31日收到天津天海同步集团有限公司,吕超,薛桂凤支付的业绩补偿款共计1,300万元,计入损益,影响本报告期归属于上市公司股东的净利润约1,105万元,属于非经常性损益项目.",0
002708.SZ,20201030,20201231,预增,333.66,420.39,5000.0,6000.0,1152.98,20201030,预计净利润5000-6000万,"1、公司主营业务稳步增长；2、2020年8月11日公司与天海集团、吕超、薛桂凤（以下合称“补偿义务主体”）签署了《和解协议》，就公司与补偿义务主体之间关于2017年度业绩承诺补偿事项发生的争议纠纷达成和解，根据《和解协议》约定，补偿义务主体承诺2020年12月15日前支付第二期业绩补偿款1,000万元，2021年3月31日前支付和解款项余款24,227,149.81元。截至本报告披露日，公司与补偿义务主体签署的《和解协议》目前正在正常履行中。该《和解协议》存在协议各方未能严格按照协议约定履行相关义务的风险，如补偿义务主体按照《和解协议》中的约定条款支付业绩补偿款，公司拟将根据财政部颁布的《企业会计准则》以及相关政策规定将上述业绩补偿款计入当期损益，最终的会计处理以2020年度审计事务所审计结果为准，详见公司于2020年8月12日在巨潮资讯网披露的《关于就业绩补偿诉讼与业绩补偿义务主体达成和解方案并签署《和解协议》暨关联交易的公告》。",0
002708.SZ,20201015,20200930,预增,761.32,867.51,3650.0,4100.0,423.77,20200826,预计净利润3650-4100万,"公司于2020年9月9日收到天津天海同步集团有限公司、吕超、薛桂凤第一期业绩补偿款3,500万元，计入公允价值变动收益，预计直接增加净利润2,828.80万元。",0
002708.SZ,20200826,20200930,预增,88.78,183.17,800.0,1200.0,423.77,20200826,预计净利润800-1200万,"1、公司主营业务稳步增长；2、2020年8月11日公司与天海集团、吕超、薛桂凤（以下合称“补偿义务主体”）签署了《和解协议》，就公司与补偿义务主体之间关于2017年度业绩承诺补偿事项发生的争议纠纷达成和解，根据《和解协议》约定，补偿义务主体承诺2020年9月9日之前支付第一期业绩补偿款3,500万元。截至本报告披露日，公司与补偿义务主体签署的《和解协议》约定的生效条件尚未成就，须公司股东大会审议通过后方可生效。该《和解协议》存在协议各方未能严格按照协议约定履行相关义务的风险，如补偿义务主体按照《和解协议》中的约定条款支付业绩补偿款，公司拟将根据财政部颁布的《企业会计准则》以及相关政策规定将上述业绩补偿款计入当期损益，最终的会计处理以2020年度审计事务所审计结果为准，详见公司于2020年8月12日在巨潮资讯网披露的《关于就业绩补偿诉讼与业绩补偿义务主体达成和解方案并签署《和解协议》暨关联交易的公告》。鉴于该事项的不确定性，因此本次经营业绩的预计未包含前述业绩补偿款。",1
002708.SZ,20200428,20200630,预增,56.07,122.96,700.0,1000.0,448.52,20200428,预计净利润700-1000万,基于国内商用车市场第二季度产销量增长.,0
002708.SZ,20200415,20200331,扭亏,125.735,133.3041,170.0,220.0,-660.58,20200415,预计净利润170-220万,"本报告期,公司归属于上市公司股东的净利润实现扭亏为盈,主要原因为:1,公司进一步加强财务预算控制,通过优化生产工艺流程,提升工作效率,降低企业生产成本等措施强化内部成本的管控.2,公司自2020年1月1日起执行新收入准则,导致净利润增加.",0
